Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Standard,DOGROMAN,DOGFISH  ROMANTIC CASE DONE,0,53.29,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,798373006063,MAGIC HAT BOBS 1ST ALE 4/6 PK NR CASE,12,36.19,24,MICRO BREW,MICRO BREW,U16
Standard,034100989323,NOT AVAL,-2,19.59,1,MICRO BREW,MICRO BREW,U16
Standard,754527005153,NEW BELGIUM FAT TIRE AMBER ALE 16 OZ CAN CASE,1,47.19,1,General,,
Lot Matrix,03434613,REDDS GREEN APPLE 16 OZ CAN DISC 3/23/17,0,30.69,24,CIDER,CIDER,U16
Lot Matrix,03478015,REDDS APPLE ALE4/6 PK 16 OZ CAN,152,30.69,24,CIDER,CIDER,U16
Lot Matrix,03433216,REDDS STRAWBERRY ALE 6/4 PK 16 OZ CAN DISC3/23/17,0,30.69,24,CIDER,CIDER,U16
Lot Matrix,TRV66,TRAVELERS  VARIETY NR CASE,0,39.49,24,MICRO BREW,MICRO BREW,U16
Standard,887151002820,TRAVELERS  VARIETY NR 12PK,0,17.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,03438619,REDDS WICKED BLK. CHERRY 6/4 PK 16 OZ CAN CASE,136,33.39,24,CIDER,CIDER,U16
Standard,CICS24,CONEY ISLANDCR.SICLE CAN CASE,0,45.99,1,MICRO BREW,MICRO BREW,U16
Standard,887151002882,CONEY ISLAND RB NR 12 PK NR,0,23.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,887151002561,TRAVELERS IPA SHANDY NR CASE,0,39.59,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,638489001777,DOGFISH FLESH  BLOOD NR,0,54.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,DFP,DOGFISH FESTINA PECHE 6/4 PK NR CASE,0,54.69,24,MICRO BREW,MICRO BREW,U16
Standard,071990386221,NOT AVAL,0,19.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,HHCS66,HENRYS HARD SODA CHERRY 12 PK DISC 4/11/17,-12,36.99,24,HARD SODA,HARD SODA,U16
Lot Matrix,763176880226,DESCHUTES CILTIVATEUR PROVISION SAISON 22 OZ NR CASE,8,225.28,12,MICRO BREW,,
Lot Matrix,638489000138,DOGFISH MIDAS TOUCH 6/4  NR CASE,40,73.99,24,MICRO BREW,MICRO BREW,U16
Standard,638489001876,DOGFISH 90 MINUTE NR 12 PK,3,32.39,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,638489000145,DOGFISH  120 MINUTE 6/4 PK NR CASE,0,221.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,034100989545,REDDS WICKED STRAW KIWI 2/12 PK 10 OZ CAN CASE,48,22.19,24,CIDER,CIDER,U16
Lot Matrix,GLXMAS66,GREAT LAKES CHRISTMASCASE,0,56.29,24,MICRO BREW,MICRO BREW,U16
Standard,704361400126,GREAT LAKES CHRISTMAS12 PK,-1,29.19,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,BMC66,BLUE MOONHONEY SUMMER WHEAT 2/12 PK NR CASE,-60,37.99,24,MICRO BREW,MICRO BREW,U16
Standard,071990095369,NOT AVAL,0,19.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,LBD66,NOT AVAIL,0,20.99,24,MICRO BREW,MICRO BREW,U16
Standard,034100588748,NOT AVAL,0,19.49,1,General,,U16
Lot Matrix,SC66,SHINER CHEER NR CASE,0,36.99,24,MICRO BREW,MICRO BREW,U16
Standard,088573800043,SHINER CHEER NR 12 PK,-2,19.49,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,638489001128,DOGFISH BEER TO DRINK&ROMANTIC IPA  4/6 PK NR CASE,0,56.45,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,638489000350,DOGFISH WORLD WIDE CASE,0,212.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,D6024,DOGFISH 60 MINUTE CAN CASE,132,43.39,24,MICRO BREW,MICRO BREW,U16
Standard,638489001890,DOGFISH 60 MINUTE CAN 12 PK,-6,22.69,1,MICRO BREW,MICRO BREW,U16
Standard,856034003612,EVIL GENIUS PURPLE MONKEY12 PK,0,23.49,1,MICRO BREW,MICRO BREW,U16
Standard,034100989361,REDDS GINGER APPLE 12 PACK,-1,18.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783375244,SIERRA NEV. PALE ALE 2/12 PK NR CASE,216,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279467244,VICTORY HOP DEVIL2/12 PK NR CASE,-60,41.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,VGM66,VICTORY GOLD MONKEY2/12 NR CAS,84,53.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279774243,VICTORY PRIMA PILSNER2/12 PK NR CASE,96,41.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAAL66,SAM  ADAMS ADVENT.N LAGER2/12 PK NR CASE,0,41.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692100010,SAM  ADAMS BOSTON LAGER2/12 PK NR CASE,228,41.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAM BST 1/2 BAR,SAM ADAMS BSTN LGR 1/2 BARL,0,183.99,1,MICRO BREW,MICRO BREW,B12
Lot Matrix,SABL16,SAM BOSTN LAGER 1/6 BARREL,0,78.49,1,MICRO BREW,MICRO BREW,B16
Lot Matrix,XXXXXXXXXXXXXXXXX,SAM ADAMS WHITE WATER  12OZ NR,0,35.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692271048,SAM  ADAMS CHERRY WHEAT 4/6 PK NR CASE,114,41.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAWL66,SAM  ADAMS COLD SNAP 2/12 PK NR CASE,0,19.99,24,MICRO BREW,MICRO BREW,U16
Standard,636412001245,APPALACHIAN PALE ALE 12OZ NR,0,39.99,1,MICRO BREW,MICRO BREW,U16
Standard,636412002242,APPALACHIAN WHEAT 12OZ NR,0,39.99,1,MICRO BREW,MICRO BREW,U16
Standard,636412013248,APPALACHIAN MTN LAGER 12OZ NR,0,39.99,1,MICRO BREW,MICRO BREW,U16
Standard,636412015136,APPALACHIAN VARIETY CASE,0,42.99,1,MICRO BREW,MICRO BREW,U16
Standard,630279827123,VICTORY VARIETY 12 PACK,-32,21.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,070310001097,DUNDEE  VARIETY NR CASE,0,26.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,608752006242,RIVER HORSE VARIETY 2/12 PK NR CASE,0,44.79,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SV,SHIPYARD CAPTAIN COLL  DISC,0,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,605881002008,WEYERBACHER BIG BEERVARIETY 2/12 PK NR CASE,60,64.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SDBCASE,SEA DOG BLUEBERRY 2/12 NR NR CASE,0,37.29,24,MICRO BREW,MICRO BREW,U16
Standard,700445240091,SEA DOG RASP WHT 120ZDISC,0,37.29,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,SBO66,SHIPYARD BLOOD ORANGE NR CASE,0,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAMOCTOB1/6,SAM ADAMSOCTOBERFES 1/6 BARREL,0,78.49,1,MICRO BREW,MICRO BREW,B16
Lot Matrix,095301131478,ROGUE DEAD GUY ALE 4/6  PK NR CASE,36,47.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,HIPA66,HARPOON IPA 2/12 PK NR CASE,84,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SWL66,SAM  ADAMS  SUMMER ALE 2/12 PK NR CASE,240,41.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SEADMC,SEA DOG  VARIETY NR CASE,72,37.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,LANS66,LANC.  MILK STOUT CASE 2/12 PK NR CASE,60,38.09,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,LBP66,LANC. BAKED PUMPKIN CASE,0,42.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,616673040245,LANC.  VARIETY 2/12 PK NR CASE,84,42.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,LWW66,LANC.  STRAWBERRY 2/12 PK NR CASE,36,38.09,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692791041,SAM  ADAMS IRISH RED 4/6 PK NR CASE,42,44.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,THNR,T HOOKER VARIETY NR CASE,0,40.00,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,605881003005,WEYERBACHER M MONKS CASE NR,30,53.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNT66,SIERRA NEV. TORPEDO 2/12 PK NR CASE,156,39.69,24,MICRO BREW,MICRO BREW,U16
Standard,HIPA1/6,HARPOON IPA 1/6,0,63.73,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692291053,SAM  ADAMS VARIETY 2/12 PK  NR CASE,12,41.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNV66,SMUTTYNOSE VARIETY2/12 PK NR CASE,96,41.59,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNIPA,SMUTTYNOSE FINEST KIND IPA2/12 PK NR CASE,0,10.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,08002347,ABITA TURBO DOG 2/12 PK NR CASE,0,33.79,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783229028,SIERRA NEV. BIG FOOT NR CASE,0,58.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,ORAN,ORANJEBOOM 12 OZ NR,0,25.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,649440024018,OMMEGANG ABBEY ALE 6/4 PK NR CASE,12,68.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNP66,SMUTTYNOSE PUMPKIN 12 OZ NR,0,39.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,APH66,ABITA  PURPLE HAZE 2/12 NR CASE,24,35.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692001041,SAM  ADAMS HOP TOUR VARIETY,0,41.79,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,HCC66,HARD CORE CIDER,0,26.79,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,649440415830,OMMEGANG VARIETY 3/8 PK  NR CASE,0,55.79,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279492246,VICTORY HEAD WATER 4/6 PK NR CASE,138,41.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279688243,VICTORY STORM KING ST 12OZ NR,0,49.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,070310379479,NOT AVAIL,0,19.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,AOCRISP CASE,ANGRY ORCHARD CRISP2/12 PK NR CASE,132,40.69,24,CIDER,CIDER,U16
Lot Matrix,083783229035,SIERRA NEV.  HOP HUNTER 2/12 NR CASE,0,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692841043,ANGRY ORCHARD APPLE GING 4/6 PK NR CASE,48,40.69,24,CIDER,CIDER,U16
Standard,087692861041,ANGRY ORCHARD TRAD. DRY,0,40.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,YDCT,YOUNGS DBLCHOC  STOUT 6/4PK NR CASE,36,95.90,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SPNRC,SHIPYARD PUMP NR CASE,0,38.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,685165350360,HORNY GOAT MILK STOUT,0,40.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,852313004295,HORNY GOAT VARIETY CAN CASE,0,36.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAWXMAS,SAM  ADAMS WHITE XMAS NR CASE,-96,39.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692000426,NOT AVAIL,168,40.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,AOC66,ANGRY ORCH CINNFU (WINTER)L 4/6 PK NR CASE,120,40.69,24,CIDER,CIDER,U16
Standard,NBA12,NEW BELG ACCUM. 12 PK,1,21.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,SAHOP,SAM  ADAMS IPA HOP. NR CAS-SEA,0,41.79,24,MICRO BREW,MICRO BREW,U16
Standard,786950000078,BELHAVEN SCOTCH ALE,0,42.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,7093261110481,UINTA  HOP NOSH TANGERINE NR,0,37.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,709326008041,UINTA DUBHE IMP. BLK. IPA,0,56.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783275247,SIERRA NEV. PALE ALE 2/12 PK  CAN CASE,216,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SABL24,SAM  ADAMS BSTN LAGER CAN,0,39.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SD24,SEA DOG BLUEBERRY WHT CAN,0,37.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,00700330000236,WELLS BANANA BREAD 6/4  PK NR CASE,12,59.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,NPBA66,NEW PLANET BELGIUM ALE,0,48.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,NPPA66,NEW PLANET  PALE ALE,0,48.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,605881314330,WEYERBACHER LAST CHANCE APRICO,0,45.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,VHD12,VICTORY HOPDEVIL 1/2 BARREL,0,162.99,1,MICRO BREW,MICRO BREW,B12
Lot Matrix,630279393246,VICTORY DIRT WOLF 2/12 PK  NR CASE,72,53.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,041827901248,HARPOON UFO HEFE WEIZN 4/6 PK NR CASE,90,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,704361041114,GREAT LAKES  BREWERY PICK CASE,0,49.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,05000264002845,WELLS STICKY TOFFEE AL12 OZ NR,0,56.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279427248,VICTORY HARVEST ALE12OZ NR,0,55.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,ESSE,ELYSIAN SPLIT SHOT ESPRESSO 4/6 PK NR CASE,0,45.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,AOGA,ANGRY ORCHARD GR APPLE 2/12 PK NR CASE,12,40.69,24,CIDER,CIDER,U16
Lot Matrix,SH66,SMUTTYNOSE HAYSEED NR CASE,0,37.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,817904000841,ELYSIAN WINTER ALE,0,53.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SIPAV,SHIPYARD IPA   VARIETY2/12 PK  NR CASE,84,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,790586121205,GREAT DEVIDE CANDEM 2/12 PK CAN. CASE,36,42.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783229042,SIERRA NEV. NOONER PILSNER 4/6 PK NR CASE ,60,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,857252005099,WYNDRIDGE CRANBERRY 2/12 PK NR CASE,0,39.29,24,CIDER,CIDER,U16
Lot Matrix,865198000030,WYNDRIDGE CIDER4/6 PK NR,36,39.29,24,CIDER,CIDER,U16
Standard,SA1/6,SAM ADAMSOCTOBERFEST1/6 BARREL,0,78.49,1,MICRO BREW,MICRO BREW,B16
Lot Matrix,630279752241,VICTORY SUMMER LOVE 2/12 PK NR CASE,216,41.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,616673040207,LANC.  HOP HOG 2/12 PK NR CASE,0,38.09,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279474242,VICTORY KIRSCH GOSE 4/6 PK NR CASE,0,55.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,WBD66,WYNDRIDGE BARN DOG 2/12 PK NR CASE,24,39.29,24,CIDER,CIDER,U16
Lot Matrix,WLC66,WYNDRIDGE L. CROW IPA4/6 PK NR CASE,72,39.29,24,CIDER,CIDER,U16
Standard,630279265147,VICTORY HEL LAGER NR 12 PK,0,21.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692002598,ANGRY ORCHARD HOPPN MAD,0,40.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,GDBSCASE,GREAT DEVIDE BIG SHOW DISC,0,50.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,080020117063,NOT AVAIL,0,33.79,24,MICRO BREW,MICRO BREW,U16
Standard,795563120011,SMUTTYNOSE VARIETY 12 PACK,0,20.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,WIV66,WYNDRIDGE CIDER VAR.2/12 PK NR CASE,72,39.29,24,CIDER,CIDER,U16
Standard,087692291039,SAM  ADAMS VARIETY NR 12 PACK,-48,21.99,1,MICRO BREW,MICRO BREW,U16
Standard,616673020018,LANC.  VARIETY 12 OZ NR 12 PAC,-13,22.19,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692000174,ANGRY ORCHARD VARIETY 2/12 PK NR CASE,132,40.69,24,CIDER,CIDER,U16
Standard,087692100140,SAM  ADAMS B.LAGER NR 12 PACK,-9,20.99,1,MICRO BREW,MICRO BREW,U16
Standard,087692000334,ANGRY ORCHARD CRISP 12 PK NR,-20,21.39,1,MICRO BREW,MICRO BREW,U16
Standard,790586120413,GREAT DEVIDE BIG SHOW 12 PACK,-3,26.19,1,MICRO BREW,MICRO BREW,U16
Standard,070310001080,NOT AVAL,0,14.29,1,General,,U16
Lot Matrix,HVCASE,HARPOON IPA ADVEN.2/12 PK  NR CASE,0,40.49,24,MICRO BREW,MICRO BREW,U16
Standard,087692003014,SAM ADAMS PACK OF REBELS CASE,0,41.79,1,MICRO BREW,MICRO BREW,U16
Standard,636412016133,APPALACHIAN VARIETY 12 PACK NR,0,22.49,1,MICRO BREW,MICRO BREW,U16
Standard,700445120003,SEA DOG  VARIETY NR 12 PK,0,19.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,VKIRS,VICTORY KIRSCH GOSE 4/6 PK NR CASE,0,55.19,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,VWC,VICTORY WINTER CHEERS NR CASE,0,39.19,24,MICRO BREW,MICRO BREW,U16
Standard,700445400129,SEA DOG BLUEBERRY NR 12 PACK,0,19.69,1,MICRO BREW,MICRO BREW,U16
Standard,083783160000,SIERRA NEV.VARIETY 12 PK,-22,20.39,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,vv66,VICTORY VARIETY 2/12 PK NR CASE,204,43.69,24,MICRO BREW,MICRO BREW,U16
Standard,083783375121,SIERRA NEV. PALE ALE NR 12 PK,-12,20.89,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,HIPACAN CASE,HARPOON IPA 2/12 PK CAN CASE,0,40.49,24,MICRO BREW,MICRO BREW,U16
Standard,041827000743,NOT AVAL,0,20.99,1,General,,U16
Standard,616673090066,LANC.  STRAWBERRY  NR 12 PACK,-4,20.09,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNF66,SIERRA NEV. 4 WAY IPA  VARIETY 2/12 PK NR CASE,-48,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,070310000243,HONEY BROWN 2/12 PK NR CASE,72,19.99,24,MICRO BREW,MICRO BREW,U16
Standard,083783675047,SIERRA NEV. TORPEDO 12 PK NR,-8,20.89,1,MICRO BREW,MICRO BREW,U16
Standard,795563120158,SMUTTYNOSE HAYSEED NR 12 PK,0,19.69,1,MICRO BREW,MICRO BREW,U16
Standard,087692011033,SAM  ADAMS HOPSCAPE 12 PK 12PK,-12,21.89,1,MICRO BREW,MICRO BREW,U16
Standard,095301130648,ROGUE DEAD GUY ALE 12 PK,0,27.19,1,MICRO BREW,MICRO BREW,U16
Standard,616673090332,LANC. BAKED PUMPKIN 12 PK,0,22.19,1,MICRO BREW,MICRO BREW,U16
Standard,630279492338,VICTORY HEADWATER CAN 12 PK,-2,21.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,VHC24,VICTORY HEADWATER2 /12 PK CAN CASE,-36,37.89,24,MICRO BREW,MICRO BREW,U16
Standard,630279465141,VICTORY GOLDEN MONKEY NR 12 PK,-9,26.49,1,MICRO BREW,MICRO BREW,U16
Standard,087692003113,ANGRY ORCHARD GR APPL NR 12 PK,-4,21.39,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,SNT24,SIERRA NEV. TORP.12 OZ CAN CASE,180,39.69,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,ANGRY CAN,ANGRY ORCH CRISP 2/12 OZ CAN CASE,204,40.69,24,CIDER,CIDER,U16
Standard,790586480005,GREAT DEVIDE CANDEM. 12 PACK,-1,22.19,1,MICRO BREW,MICRO BREW,U16
Standard,HIPA12,HARPOON IPA NR 12 PACK,0,21.29,1,MICRO BREW,MICRO BREW,U16
Standard,780369801127,SHIPYARD BLOOD ORANGE NR 12 PK,0,21.29,1,MICRO BREW,MICRO BREW,U16
Standard,HARPADVEN,HARPOON IPA ADVEN. NR 12 PACK,0,21.29,1,MICRO BREW,MICRO BREW,U16
Standard,780369919181,SHIPYARD CAPTAIN COLL. 12PK,0,21.29,1,MICRO BREW,MICRO BREW,U16
Standard,087692001928,ANGRY ORCH CINNFUL NR 12 PACK,-2,21.39,1,MICRO BREW,MICRO BREW,U16
Standard,083783375404,SIERRA NEV.  HOP HUNTER 12 PAC,0,21.69,1,MICRO BREW,MICRO BREW,U16
Standard,083783222005,SIERRA NEV. PALE ALE CAN 12 PK,-3,19.99,1,MICRO BREW,MICRO BREW,U16
Standard,083783381023,SIERRA NEV. TORP.12  CAN 12 PK,-3,19.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,VV24,VICTORY VITAL 2/12 PK CAN CASE,48,37.89,24,MICRO BREW,MICRO BREW,U16
Standard,630279847145,VICTORY VITAL NR 12 PK,-2,20.99,1,MICRO BREW,MICRO BREW,U16
Standard,087692000839,ANGRY ORCH. CRISP 12OZCAN12 PK,-1,21.39,1,MICRO BREW,MICRO BREW,U16
Standard,080020317982,ABITA  PURPLE HAZE NR 12 PK,-1,17.89,1,MICRO BREW,MICRO BREW,U16
Standard,616673090042,LANC.  MILK STOUT 12 PK NR,-3,20.09,1,MICRO BREW,MICRO BREW,U16
Standard,795563120097,SMUTTYNOSE IPA NR 12 PK,0,20.00,1,MICRO BREW,MICRO BREW,U16
Standard,08769201103311,SAM  ADAMS COLD SNAP NR 12 PAC,1,21.99,1,MICRO BREW,MICRO BREW,U16
Standard,857252005297,WYNDRIDGE CIDER VAR. 12 PK,-4,25.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,BVCASE,BOULEVARD VARIETY 2/12 PK NR CASE,0,44.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,GDT24,GREAT DEVIDE TIT. IPA CAN CASE,0,42.19,24,MICRO BREW,MICRO BREW,U16
Standard,790586140008,GREAT DEVIDE TIT. IPA CAN 12 P,0,21.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692003267,ANGRY ORCHARD STONE DRY4/6 NR CASE,6,40.69,24,CIDER,CIDER,U16
Standard,087692000112,SAM  ADAMS IPA HOP.NR 12 PACK,0,21.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,616673040252,LANC.  HOP BUGGY NR CASE,0,44.99,24,MICRO BREW,MICRO BREW,U16
Standard,713757491600,T HOOKER VARIETY NR 12 PACK,0,21.00,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,LWIW66,LANC.  WINTER WARM.NR CASE,0,39.80,24,MICRO BREW,MICRO BREW,U16
Standard,616673090103,LANC.  WINTER WARM.NR 12 PK,-7,22.19,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783221015,SIERRA NEV. OTRA VEZ 12 OZ CAN,0,39.69,24,MICRO BREW,MICRO BREW,U16
Standard,605881314170,WEYERBACHER M MONKS 12 PK NR,-2,27.69,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,083326002217,YOUNGS DBLCHOC. STOUT6/4 PK 14.9 CAN,4,72.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,00000,VICTORY ANNIVERSARY  NR CASE,0,38.59,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,SRIPA,SHIPYARD   RED IPA 2/12 PK  NR CASE,24,40.49,24,MICRO BREW,MICRO BREW,U16
Standard,780369921122,SHIPYARD   RED IPA  NR 12 PK,0,21.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783222050,SIERRA NEV. 16 CAN CASE,0,52.89,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,VHL66,VICTORY HELLES LAGER2/12 PK NR CASE,156,41.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,709326100783,UINTA  PALE ALE 4/6 PK CAN CASE,0,37.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,709326100745,UINTA  PALE ALE NR CASE,0,37.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,709326111048,UINTA  FARMSIDE SAISON NR CASE,0,37.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,709326200094,UINTA  TRIO VARIETY CAN 18 PK,18,25.99,18,MICRO BREW,MICRO BREW,U16
Lot Matrix,LKOLSCH,LANC.  KOLSCH 4/6 PK  CAN CASE,24,30.99,24,MICRO BREW,MICRO BREW,U16
Standard,6166730904171,LANC.  DBL CHOC MILK STOUT 12,0,23.49,1,MICRO BREW,MICRO BREW,U16
Standard,857252005242,WYNDRIDGE BARN DOG 12 PK,-4,20.49,1,MICRO BREW,MICRO BREW,U16
Standard,087692003724,SAM  ADAMS ADVENT.N LAGER 12 P,0,21.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,009468050725,BROOKLYN BROWN ALE 4/6 PK NR CASE,72,39.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,BLNR,BROOKLYN LAGER 4/6 PK NR CASE,66,39.39,24,MICRO BREW,MICRO BREW,U16
Standard,030613000319,NOT AVAL,0,20.69,1,General,,U16
Lot Matrix,BVNR,BROOKLYN VARIETY 2/12 PK NR CASE,72,39.39,24,MICRO BREW,MICRO BREW,U16
Standard,030613000715,NOT AVAL,0,20.69,1,General,,U16
Lot Matrix,VH16,VICTORY HEAD WATERS 1/6,0,83.29,1,MICRO BREW,MICRO BREW,B16
Lot Matrix,OMME3,OMMEGANG 3 PHIL.6/4 PK NR CASE,12,105.80,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,GUNNR66,GUNPOWDER FALLS PILSNER 4/6 PK NR CASE,-6,39.55,24,MICRO BREW,MICRO BREW,U16
Standard,853927004046,GUNPOWDER VAR NR 12 PK,1,17.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,780369165151,SHIPYARD  ISLAND TIME IPA 15 P,0,17.99,15,MICRO BREW,MICRO BREW,U16
Standard,780369412125,SHIPYARD IP   VARIETY NR 12 PK,-13,21.29,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,087692004158,TRULY POMEGRANTE 4/6 PK NR CASE,72,39.89,24,SPARKLING MALT BEV,MICRO BREW,U16
Lot Matrix,087692004219,TRULY GRAPE FRUIT4/6 PK  NR CASE,132,38.39,24,SPARKLING MALT BEV,MICRO BREW,U16
